type,clothes,category,category_code,file_code,label,name,pic_path,mask_path
test,minzu,gejia,2,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_27.png,data/test/gejia/2_gejia_v_27.png,-1
test,minzu,gejia,2,28,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_28.png,data/test/gejia/2_gejia_v_28.png,-1
test,minzu,gejia,2,29,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_29.png,data/test/gejia/2_gejia_v_29.png,-1
test,minzu,gejia,2,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_3.png,data/test/gejia/2_gejia_v_3.png,-1
test,minzu,gejia,2,30,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_30.png,data/test/gejia/2_gejia_v_30.png,-1
test,minzu,gejia,2,31,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_31.png,data/test/gejia/2_gejia_v_31.png,-1
test,minzu,gejia,2,32,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_32.png,data/test/gejia/2_gejia_v_32.png,-1
test,minzu,gejia,2,33,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_33.png,data/test/gejia/2_gejia_v_33.png,-1
test,minzu,gejia,2,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_34.png,data/test/gejia/2_gejia_v_34.png,-1
test,minzu,gejia,2,35,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_35.png,data/test/gejia/2_gejia_v_35.png,-1
test,minzu,gejia,2,36,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_36.png,data/test/gejia/2_gejia_v_36.png,-1
test,minzu,gejia,2,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_37.png,data/test/gejia/2_gejia_v_37.png,-1
test,minzu,gejia,2,38,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_38.png,data/test/gejia/2_gejia_v_38.png,-1
test,minzu,gejia,2,39,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_39.png,data/test/gejia/2_gejia_v_39.png,-1
test,minzu,gejia,2,4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_4.png,data/test/gejia/2_gejia_v_4.png,-1
test,minzu,gejia,2,40,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_40.png,data/test/gejia/2_gejia_v_40.png,-1
test,minzu,gejia,2,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_5.png,data/test/gejia/2_gejia_v_5.png,-1
test,minzu,gejia,2,6,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_6.png,data/test/gejia/2_gejia_v_6.png,-1
test,minzu,gejia,2,7,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_7.png,data/test/gejia/2_gejia_v_7.png,-1
test,minzu,gejia,2,8,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_8.png,data/test/gejia/2_gejia_v_8.png,-1
test,minzu,gejia,2,9,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2_gejia_v_9.png,data/test/gejia/2_gejia_v_9.png,-1
test,minzu,menggu,3,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_1.png,data/test/menggu/3_menggu_v_1.png,-1
test,minzu,menggu,3,10,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_10.png,data/test/menggu/3_menggu_v_10.png,-1
test,minzu,menggu,3,11,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_11.png,data/test/menggu/3_menggu_v_11.png,-1
test,minzu,menggu,3,12,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_12.png,data/test/menggu/3_menggu_v_12.png,-1
test,minzu,menggu,3,13,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_13.png,data/test/menggu/3_menggu_v_13.png,-1
test,minzu,menggu,3,14,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_14.png,data/test/menggu/3_menggu_v_14.png,-1
test,minzu,menggu,3,15,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_15.png,data/test/menggu/3_menggu_v_15.png,-1
test,minzu,menggu,3,16,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_16.png,data/test/menggu/3_menggu_v_16.png,-1
test,minzu,menggu,3,17,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_17.png,data/test/menggu/3_menggu_v_17.png,-1
test,minzu,menggu,3,18,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_18.png,data/test/menggu/3_menggu_v_18.png,-1
test,minzu,menggu,3,19,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_19.png,data/test/menggu/3_menggu_v_19.png,-1
test,minzu,menggu,3,2,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_2.png,data/test/menggu/3_menggu_v_2.png,-1
test,minzu,menggu,3,20,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_20.png,data/test/menggu/3_menggu_v_20.png,-1
test,minzu,menggu,3,21,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_21.png,data/test/menggu/3_menggu_v_21.png,-1
test,minzu,menggu,3,22,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_22.png,data/test/menggu/3_menggu_v_22.png,-1
test,minzu,menggu,3,23,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_23.png,data/test/menggu/3_menggu_v_23.png,-1
test,minzu,menggu,3,24,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_24.png,data/test/menggu/3_menggu_v_24.png,-1
test,minzu,menggu,3,25,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_25.png,data/test/menggu/3_menggu_v_25.png,-1
test,minzu,menggu,3,26,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_26.png,data/test/menggu/3_menggu_v_26.png,-1
test,minzu,menggu,3,27,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_27.png,data/test/menggu/3_menggu_v_27.png,-1
test,minzu,menggu,3,28,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_28.png,data/test/menggu/3_menggu_v_28.png,-1
test,minzu,menggu,3,29,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_29.png,data/test/menggu/3_menggu_v_29.png,-1
test,minzu,menggu,3,3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_3.png,data/test/menggu/3_menggu_v_3.png,-1
test,minzu,menggu,3,30,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_30.png,data/test/menggu/3_menggu_v_30.png,-1
test,minzu,menggu,3,31,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_31.png,data/test/menggu/3_menggu_v_31.png,-1
test,minzu,menggu,3,32,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_32.png,data/test/menggu/3_menggu_v_32.png,-1
test,minzu,menggu,3,33,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_33.png,data/test/menggu/3_menggu_v_33.png,-1
test,minzu,menggu,3,34,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_34.png,data/test/menggu/3_menggu_v_34.png,-1
test,minzu,menggu,3,35,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_35.png,data/test/menggu/3_menggu_v_35.png,-1
test,minzu,menggu,3,36,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_36.png,data/test/menggu/3_menggu_v_36.png,-1
test,minzu,menggu,3,37,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_37.png,data/test/menggu/3_menggu_v_37.png,-1
test,minzu,menggu,3,38,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_38.png,data/test/menggu/3_menggu_v_38.png,-1
test,minzu,menggu,3,39,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_39.png,data/test/menggu/3_menggu_v_39.png,-1
test,minzu,menggu,3,4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_4.png,data/test/menggu/3_menggu_v_4.png,-1
test,minzu,menggu,3,40,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_40.png,data/test/menggu/3_menggu_v_40.png,-1
test,minzu,menggu,3,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_5.png,data/test/menggu/3_menggu_v_5.png,-1
test,minzu,menggu,3,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_6.png,data/test/menggu/3_menggu_v_6.png,-1
test,minzu,menggu,3,7,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_7.png,data/test/menggu/3_menggu_v_7.png,-1
test,minzu,menggu,3,8,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_8.png,data/test/menggu/3_menggu_v_8.png,-1
test,minzu,menggu,3,9,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3_menggu_v_9.png,data/test/menggu/3_menggu_v_9.png,-1
test,minzu,chaoxian,4,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_1.jpg,data/test/chaoxian/4_chaoxian_v_1.jpg,-1
test,minzu,chaoxian,4,10,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_10.png,data/test/chaoxian/4_chaoxian_v_10.png,-1
test,minzu,chaoxian,4,11,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_11.png,data/test/chaoxian/4_chaoxian_v_11.png,-1
test,minzu,chaoxian,4,12,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_12.png,data/test/chaoxian/4_chaoxian_v_12.png,-1
test,minzu,chaoxian,4,13,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_13.png,data/test/chaoxian/4_chaoxian_v_13.png,-1
test,minzu,chaoxian,4,14,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_14.png,data/test/chaoxian/4_chaoxian_v_14.png,-1
test,minzu,chaoxian,4,15,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_15.png,data/test/chaoxian/4_chaoxian_v_15.png,-1
test,minzu,chaoxian,4,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_16.png,data/test/chaoxian/4_chaoxian_v_16.png,-1
test,minzu,chaoxian,4,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_17.png,data/test/chaoxian/4_chaoxian_v_17.png,-1
test,minzu,chaoxian,4,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_18.png,data/test/chaoxian/4_chaoxian_v_18.png,-1
test,minzu,chaoxian,4,19,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_19.png,data/test/chaoxian/4_chaoxian_v_19.png,-1
test,minzu,chaoxian,4,2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_2.png,data/test/chaoxian/4_chaoxian_v_2.png,-1
test,minzu,chaoxian,4,20,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_20.png,data/test/chaoxian/4_chaoxian_v_20.png,-1
test,minzu,chaoxian,4,21,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",4_chaoxian_v_21.png,data/test/chaoxian/4_chaoxian_v_21.png,-1
